track_id,track_name,artist_name,album_name,duration_ms,popularity,explicit,release_date,track_url,preview_url,album_type,album_image_url,track_number,disc_number,is_local,genres,explicit_lyrics
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,Lover,178426,91,False,2019-08-23,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,,album,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2,1,False,,False
4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),223093,75,False,2021-11-12,https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6,,album,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2,1,False,,False
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,Lover,293453,81,False,2019-08-23,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6,,album,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,18,1,False,,False
5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version),250100,69,False,2023-10-26,https://open.spotify.com/track/5QVVjX0ZItqlVpEuVCM9Yg,,album,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,11,1,False,,False
59KOoHFcw5XfICnO57holu,Last Kiss (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),369120,70,False,2023-07-07,https://open.spotify.com/track/59KOoHFcw5XfICnO57holu,,album,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,13,1,False,,False
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Lover,221306,86,False,2019-08-23,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,,album,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,3,1,False,,False
79uDOz0zuuWS7HWxzMmTa2,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),294189,75,False,2023-07-07,https://open.spotify.com/track/79uDOz0zuuWS7HWxzMmTa2,,album,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,3,1,False,,False
