GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
#indicator+code,#indicator+name,#indicator+url,#date+year,#date+year+start,#date+year+end,#region+code,#region+name,#country+code,#country+name,#dimension+type,#dimension+code,#dimension+name,#indicator+value+num,#indicator+value,#indicator+value+low,#indicator+value+high
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,71407.0,71 407,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2013,2013,2013,WPR,Western Pacific,PHL,Philippines,,,,22827.0,22 827,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,541468.0,541 468,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2007,2007,2007,WPR,Western Pacific,PHL,Philippines,,,,45.68,45.68,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2005,2005,2005,WPR,Western Pacific,PHL,Philippines,,,,369065.0,369 065,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,27839.0,27 839,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,67330.0,67 330,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2001,2001,2001,WPR,Western Pacific,PHL,Philippines,,,,97206.0,97 206,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2001,2001,2001,WPR,Western Pacific,PHL,Philippines,,,,11.94,11.94,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,22420.0,22 420,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2020,2020,2020,WPR,Western Pacific,PHL,Philippines,,,,51320.0,51 320,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,56952.0,56 952,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2003,2003,2003,WPR,Western Pacific,PHL,Philippines,,,,351858.0,351 858,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2006,2006,2006,WPR,Western Pacific,PHL,Philippines,,,,387134.0,387 134,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,41781.0,41 781,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,65473.0,65 473,,
