GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
#indicator+code,#indicator+name,#indicator+url,#date+year,#date+year+start,#date+year+end,#region+code,#region+name,#country+code,#country+name,#dimension+type,#dimension+code,#dimension+name,#indicator+value+num,#indicator+value,#indicator+value+low,#indicator+value+high
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,55049.0,55 049,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,81157.0,81 157,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2020,2020,2020,WPR,Western Pacific,PHL,Philippines,,,,84306.0,84 306,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,476849.0,476 849,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,89533.0,89 533,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,5.89,5.89,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,419897.0,419 897,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,59270.0,59 270,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2018,2018,2018,WPR,Western Pacific,PHL,Philippines,,,,63190.0,63 190,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2020,2020,2020,WPR,Western Pacific,PHL,Philippines,,,,64885.0,64 885,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2011,2011,2011,WPR,Western Pacific,PHL,Philippines,,,,48560.0,48 560,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,59333.0,59 333,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,61239.0,61 239,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2020,2020,2020,WPR,Western Pacific,PHL,Philippines,,,,16008.0,16 008,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,27238.0,27 238,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2018,2018,2018,WPR,Western Pacific,PHL,Philippines,,,,518251.0,518 251,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,475995.0,475 995,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2005,2005,2005,WPR,Western Pacific,PHL,Philippines,,,,369065.0,369 065,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,52287.0,52 287,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,433673.0,433 673,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2000,2000,2000,WPR,Western Pacific,PHL,Philippines,,,,95032.0,95 032,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,492943.0,492 943,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2004,2004,2004,WPR,Western Pacific,PHL,Philippines,,,,49667.0,49 667,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,61139.0,61 139,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2013,2013,2013,WPR,Western Pacific,PHL,Philippines,,,,5.74,5.74,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,6989.0,6989,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2018,2018,2018,WPR,Western Pacific,PHL,Philippines,,,,47.34,47.34,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2004,2004,2004,WPR,Western Pacific,PHL,Philippines,,,,5.31,5.31,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2020,2020,2020,WPR,Western Pacific,PHL,Philippines,,,,470964.0,470 964,,
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,246.0,246,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,23806.0,23 806,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2008,2008,2008,WPR,Western Pacific,PHL,Philippines,,,,114159.0,114 159,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2007,2007,2007,WPR,Western Pacific,PHL,Philippines,,,,416055.0,416 055,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,40.61,40.61,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,248584.0,248 584,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2011,2011,2011,WPR,Western Pacific,PHL,Philippines,,,,25911.0,25 911,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2000,2000,2000,WPR,Western Pacific,PHL,Philippines,,,,95032.0,95 032,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2004,2004,2004,WPR,Western Pacific,PHL,Philippines,,,,359052.0,359 052,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,30908.0,30 908,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,46.71,46.71,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,25058.0,25 058,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2002,2002,2002,WPR,Western Pacific,PHL,Philippines,,,,10.88,10.88,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,51281.0,51 281,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,18144.0,18 144,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2005,2005,2005,WPR,Western Pacific,PHL,Philippines,,,,106083.0,106 083,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2009,2009,2009,WPR,Western Pacific,PHL,Philippines,,,,12.37,12.37,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2003,2003,2003,WPR,Western Pacific,PHL,Philippines,,,,101786.0,101 786,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2000,2000,2000,WPR,Western Pacific,PHL,Philippines,,,,336650.0,336 650,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,254993.0,254 993,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,46479.0,46 479,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2013,2013,2013,WPR,Western Pacific,PHL,Philippines,,,,7441.0,7441,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2003,2003,2003,WPR,Western Pacific,PHL,Philippines,,,,101786.0,101 786,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,2.36,2.36,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,34189.0,34 189,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2009,2009,2009,WPR,Western Pacific,PHL,Philippines,,,,116734.0,116 734,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,6.6,6.6,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,2.25,2.25,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,6.31,6.31,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,28378.0,28 378,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2011,2011,2011,WPR,Western Pacific,PHL,Philippines,,,,54415.0,54 415,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2018,2018,2018,WPR,Western Pacific,PHL,Philippines,,,,46267.0,46 267,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2010,2010,2010,WPR,Western Pacific,PHL,Philippines,,,,52287.0,52 287,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,23302.0,23 302,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,43.73,43.73,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2009,2009,2009,WPR,Western Pacific,PHL,Philippines,,,,521865.0,521 865,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2005,2005,2005,WPR,Western Pacific,PHL,Philippines,,,,106083.0,106 083,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,2.24,2.24,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2006,2006,2006,WPR,Western Pacific,PHL,Philippines,,,,43.25,43.25,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2002,2002,2002,WPR,Western Pacific,PHL,Philippines,,,,43220.0,43 220,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,67330.0,67 330,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2013,2013,2013,WPR,Western Pacific,PHL,Philippines,,,,2.24,2.24,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2007,2007,2007,WPR,Western Pacific,PHL,Philippines,,,,111233.0,111 233,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2018,2018,2018,WPR,Western Pacific,PHL,Philippines,,,,6.95,6.95,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2004,2004,2004,WPR,Western Pacific,PHL,Philippines,,,,359052.0,359 052,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,465966.0,465 966,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2008,2008,2008,WPR,Western Pacific,PHL,Philippines,,,,50.23,50.23,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2011,2011,2011,WPR,Western Pacific,PHL,Philippines,,,,54415.0,54 415,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,47.88,47.88,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2006,2006,2006,WPR,Western Pacific,PHL,Philippines,,,,12.14,12.14,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2008,2008,2008,WPR,Western Pacific,PHL,Philippines,,,,114159.0,114 159,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2005,2005,2005,WPR,Western Pacific,PHL,Philippines,,,,12.05,12.05,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2019,2019,2019,WPR,Western Pacific,PHL,Philippines,,,,2.51,2.51,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2013,2013,2013,WPR,Western Pacific,PHL,Philippines,,,,58598.0,58 598,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,6.09,6.09,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2000,2000,2000,WPR,Western Pacific,PHL,Philippines,,,,11.94,11.94,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2014,2014,2014,WPR,Western Pacific,PHL,Philippines,,,,8145.0,8145,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2012,2012,2012,WPR,Western Pacific,PHL,Philippines,,,,355901.0,355 901,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2001,2001,2001,WPR,Western Pacific,PHL,Philippines,,,,342441.0,342 441,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2017,2017,2017,WPR,Western Pacific,PHL,Philippines,,,,25464.0,25 464,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2011,2011,2011,WPR,Western Pacific,PHL,Philippines,,,,5.54,5.54,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2015,2015,2015,WPR,Western Pacific,PHL,Philippines,,,,45.28,45.28,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2021,2021,2021,WPR,Western Pacific,PHL,Philippines,,,,89533.0,89 533,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2016,2016,2016,WPR,Western Pacific,PHL,Philippines,,,,10253.0,10 253,,
