0
Pls tell me vonand belly are not getting back together j hate conrad
team conrad till the day i die
Pls guys is this movie worth watching?
Can&#39;t wait for July 16th!
They are so cute but it just seem like it’s gonna play out like the books
Seeing Jeremiah and Belly happy together is somehow healing to me.
Conrad hey just has to ruin all of it (no offense to the Conrad fans)
Oh my gosh I’m so excited for the wedding. It’s so good the teaser is amazing. I’m gonna be staying up all night watching it when it comes out.❤❤❤ sad it is the last  season though
Keep seeing these weird TV shows with WMAF pairings. Ethnic women love these i guess since they are so successful. <br><br>There was a hit show about Indian girl dating white guys. Then there was one about asian girl. Then this is another one of those.
LOVNG HIM WAS RED!! AHHH
Team Jeremiah because Conrad is so moody and toxic meanwhile Jeremiah is loving and have stability in a relationship and easygoing and makes Belly smile. Conrad is not like that he doesn’t know how to communicate and is very jealous.
Omggggg I actually can’t wait!!
Team connie all the way 😊😊
Guy&#39;s intresting is jairmaya 😭🫶🏻
THIS SEASON IS TAKING TO LONGG IM SO EXCITEDDDDD
I DONT WANNA CONRAD TO RUIN WHAT JEREMIAH AND BELLY HAVE🙏🙏🙏🙏🙏
- Se taper 2 frères ✅
Jeremiah and belly are THE perfect match and I will not be able to express how depressed I would be if he does end up cheating. Like Jere looks so happy so why would he do that also team Jeremiah all the way
Jeremiah and belly are THE perfect match and I will not be able to express how depressed I would be if he does end up cheating. Like Jere looks so happy so why would he do that also team Jeremiah all the way
i watched this whole video of jere and belly to see conrad for 2 seconds 😭
That HEY was everything i need to know! Conrad forever ♾️
JELLY FISH 4 EVA
"It will also be so illogical to literally MAKE jere cheat on belly  to set the scene for her to get back with Conrad just to follow the books ! There’s a big difference here … in the books we didn’t have an actual depiction of Jeremiah so him cheating on belly could’ve been plausible but in the series Gavin did a great job of depicting him as more caring and sweeter than Conrad and now if the same plot takes pace, it would not be plausible at all any more !"
this 100% just made the rest of my whole YEAR!!! i’m so excited!!!💖🫶🫶🫶💖💖💖💖💖🫶🫶<br><br>(imna watch it all in one day😝)
I just don’t figure out what’s with messing up fans’ emotions and switching From A To B and B to A like yoyo 😂this is in a new platform so it should have a new ending whatever it might be so that everything will be fair and Square :)
"ROMANTIZARAM TRAIÇÃO, A MOCINHA FICAR COM DOIS IRMÃOS E TA TUDO BEM"
Look who showed up at the door 😭
OMG NO BRO CONRAD DOESNT NEED TO CAUSE CHAOS
It was always conrad!!..never jere...
CONRADDDDUHHHH
if she dont pick conrad ill gladly have him hand him over
was punching the wall until that &quot;hey&quot;
JELLYSHERRRR TIMEEEE
👧🏻: casually having fun<br>🧌👺👹:”hey”
Am team Jere and it will be heartbreaking for her to go with Conrad at the end
Key words loving him WAS red
Yeter artık iyice alacakaranlık filmindeki bella swana benzedi bu kız
YALL I CANT IM SO EXCITED
Conrad and bellys chemistry Looks more intense and deep!!
Anyone else happy that belly finally got new hairstyles!!!!!!!!!!!!
"I&#39;m super excited for Season 3 of &quot;The Summer I Turned Pretty&quot;! 😍✨ The teaser looks promising, and I can&#39;t wait to see how the story evolves this time around! 🌊💖"
What! Really??????! 😍😍😍😍😍
I got goosebumps when Red started playing
I can not wait for July 16.
AHHHHHH
TEAM JELLYFISHHHHH
"I can&#39;t believe we&#39;re getting a Season 3 already! 🌞💕 The teaser looks super exciting, and I can&#39;t wait to see how the love triangle unfolds this time! 🍂✨"
TEAM CONRAD❤❤❤❤❤
Conrad💝😭
"Jenny Han could make Jeremiah not cheat, there was no need for that in the book, Belly could stay with Conrad for the simple fact that she loves him more, there is no need to throw Jeremiah into the fire"
I just can wait omg
As a swiftie daylight playing this whole time and red at the end has my whole heartttt❤❤❤
STOP THE TS MUSIC IM SCREAMING I CANT
Jermaiah forever ❤❤
OHMYGODDDDDDDDDDDD YES!
July is too far😭 l cannot wait for that long!😢
I do not want belly to end up with either one of them. Both deserve someone better than belly.
Bailey will marry Conrad in the final episode of the series.
"How can anyone can make a series like this , the line “I once believed love could be burning red “ to “loving him was red” the transition   team jellyfish ✨ <br>Love from India ♥️"
But like guys ok hear me out! It says “loving him WAS red” Yk? It didn’t say “Loving him IS red” meaning she doesn’t love him
but loving him is red 😭😭😭
What Jeremiah did to belly when he was in Cabo is so sad
can we pls just let them be happy finally its the same story again and again 😭🙏<br>but that transition from daylight to red thoooo
CONNIE BABY
"Team Conrad,for sure"
i was ok with it ending at sn 2 .i dont like the idea of another season
Team jellyyfishhhh 😭🥰💕🤘🏻
Does Conrad and belly have cute scenes in book 3 ?
I don&#39;t like Conrad
Ahhhh Yesss
The way I don&#39;t care about Conrad😂Team Jellyfish
Team conrad💪🏻
I AM SO EXCITED I LOVE THAT SHOW!❤
Guys I have never heard about it is it worth a watch or not
I want her to make up her mind and not play with him😭
SCREAMING AHHHH
I just know  this is gonna be good when I saw Conrad at the end
manifesting bonrad as end game
I&#39;m screaming!!!!
BONRAD IS ENDGAME🙏🏻🙏🏻
Belly x no one squad!!! Who else is with me? I just can’t stand her since last season.🙄💀💀💀I was team Conrad but he deserves so much better…😒
I can&#39;t wait
"If Jeremiah gets his heart broke AGAIN. Omg I will run away, but great I am to excited!!!"
The disappointment as I see Conrad come on screen is honestly hilarious. I went from screaming of joy to screaming of absolute anger and sadness.😭😭😂😂
Realising date
ALL THE TEAM JEREMIAH GIRLYS RN 😢😢😢😢
The fact that I&#39;ve watched this over and over again 20times and i still have chills in the &quot;But loving him was red&quot; part just shows how good this season is going to be
I CANNOT WAIT😿😿😿😿😿😿
As someone who haven&#39;t read the i hope Jeremiah and belly should end up togather plsss😭❤️
THE SONG CHOICES OMG????
OMG IT COMES OUT ON MY BIRATHDAY
The shift from Jeremiah to conrad with daylight and red in the background is Just 😭🤯🤯
"Why does he haft to say &quot;hey&quot; like I am 100% TEAM JELLYFISH, so I DO NOT want CONRAD to come and ruin the moment they look so happy."
𝙅𝙚𝙧𝙚𝙢𝙞𝙖𝙝 𝙞𝙨 𝙨𝙪𝙘𝙝 𝙖 𝙝𝙤𝙩𝙩𝙞𝙚🥵🥵
And there comes “hey”
I think I  just ascended!!! <br>can&#39;t wait for this and bonrad :p
❤
CONRAD BETTER BACK OFF
My heart will be broken if this time belle again hurt Jer 💔 belle is the main problem+ main character lol 😂
I prey that conrad does not mess things up team jellyfish for EVERRRRRRRR
AHHHHHHH the one ‘hey’ from conrad was the highlight of the whole trailer ❤
The transition ❤😭
team jer❣
Team conrad<br>That &quot;hey&quot; nd boom 💥 excited 😁
TEAM JERE FOR LIFE<br>👇🏻
Smile dropped so fast…
WTFFF
WAITING FOR THE FALL OF JEREMIAH FISHER
"MY FYP IS BOMBARDING ME WITH THIS, its perfection."
oh yeah ok! this is gonna wreck me no ok!
they give the whole ending away in the books....soooo all us book girlies lowkey already know
"My mom, while watching:<br>The first 40s🙂<br>THE SECOND CONRAD ENTERED😘😘<br>😩😩🤭🤭👌👌🌻🌻💛💛"
Atp it’s belly they need to drop her . She just a bop fr
CONRAD GO AWAY
"hey guys, im here with my brother...i made him watch the trailer ... ( hi guys its angelo here and wanted to say i didnt understand the transition ...... plz som1 explain me in fortnite terms plzz )"
Conrad’s hey ❤❤❤❤
Conrad back belly so happy though
"The song, the takes, everything. I&#39;m going to cry 😭😭"
"But was that short haired girl at <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=31"">0:31</a> Belly??<br>I don&#39;t think so."
BRO I AM SO EXCITED FOR THE NEW SEASON LIKE I CANT WAIT
OMG IM SO EXCITED!!!!!!
if she ends up with conrad ......................................i&#39;m readying my self for jail
"This makes me feel so sad for Jeremiah. I really want Jellyfish to be endgame. But I know that it’s a hopeless wish 😢😢. <br><br>I know how the books end and maybe if I read the books I’d be team Conrad, not sure? But for the show Gavin’s got it on lock for me.<br><br>And it’s all so funny because I typically am team broody bad boy 😂. But not in this case."
"y&#39;all I used to be team bonrad but when S2 came out,I switched to team jellyfish because I cant bear to see my jere bear getting hurt😭 But the whole thing revolves around Belly and she should just leave our boys because atp, HOWS SHE ANY DIFFERENT FROM A PLAYER😭😭😭😭"
Im just gonna say it… IF I had a sister and she was dating a guy I love I would never date him after her. Cause I wouldn’t trust it tbh. 😅 great show tho
JELLY! JELLY! JELLY! IM SO EXCITED FOR ALL THE JELLY MOMENTS THIS SEASON!!!
I am on antibelly team. She doesn&#39;t deserve any of them😮‍💨
I LOVE DAYLIGHT AND RED MASHUPPPO
Why does Conrad have to show up😭💀
So I&#39;m gonna cry. CAN NOT WAIT
"Even Taylor Swift is Team Conrad. <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=46"">0:46</a>"
That &quot;Hey&quot; got me so happy more than the rest of the trailer. Team Conrad!!!
stop Jenny!! just STOOOOPPPP<br>Tay’s songs were always meant to be our Bonrad thing<br>nothing breaks me more than hearing Daylight for her and jeremiah scenes
Mind Blown..😍😍
okay did they just transition from Daylight to Red 🤯🤯 I am sooo ready for Season 3
omggggg can&#39;t wait!!! my dream boyssss (both of them lol)
Want Jeremiah and Belly so badly
So good😭
Is it gonna be jeremiah and belly or contad
Team jelly 4ever
Kinda cried I was so happy
AHHHH IM GONNA FREAK OUT I WANT THE NEW SEASON TO COME OUT NOWWWW!!!
"For all those saying Team Jeremiah, YOU CLEARLY HAVENT SEEN ANY BOLLYWOOD DRAMAS YET"
I knew chaos is going to happen after he said &quot;hey&quot;
conrad lowk ruined the vibe 😐
O OIdele foi a mais emocionante doque todos os momentos dela e o jeremaia😅
"One of the best teasers, omg! I&#39;m so addicted! super addicted &lt;3"
i can’t waitttt😢
jelly forever
&quot;I once believed love be burning red&quot; TO &quot;But loving him was RED&quot;<br><br>AHHH I LOVE THE TRANSITION SO MUCHHHH
SOOO EXCITEDD😛
Can&#39;t wait anymore ❤
GUYS to fans out there i NEED a disclaimer. who is the endgame in this show? TT i can’t handle a heartbreak and my pick is jeremiah
Seeing Belly happy with Jeremiah is too cute! I hope they stay together. 💛
Daylight for jere is a crime!
GO AWAY CONRAD
"To be honest, she fits so much with Jeremiah"
Team connie allll the wayyyyyyy!!!!😭🙌
Amooooo
RED&gt;&gt;&gt;&gt;&gt;&gt;GLODEN
😢😢😢 J deserves better 🥺🥺😭
Bro just cant decide
i am obsessed with this teaser. Team Connie forvere. i don’t understand who are team jelly. i mean don’t you know about the book? Jere cheated on Belly. And it was always Conrad.
Me reading the books knowing whats going to happen
That little second where he appeared and said &quot;hey&quot; and red cues in <b>goosebumps all over</b>
YEASSS
I WSH I HAD PRIME 😭😭😭
Omgggg  the line &quot;But loving him was red&quot; Literal GOOSEBUMPS😭I DON&#39;T WANT THIS SHOW TO END
the fact that they chose taylor&#39;s song again MADE ME FALL IN LOVE W THIS SERIES EVEN MORE!!! im hella excited!!!
"Jere: I once believed love would be lack and white , but its golden (Daylight ). Conrad: loving him was red(red) . Can&#39;t wait for this season!!!!!!"
Its CONNIE season soo excited
She&#39;s so happy with him
Aahh Conrad 😭😭😭😭
ei so nothing about STAYLOR??👀
why does jer actually seem like a nice bf
Team Jeremiah
….and Bella Will continue to be the toxic person😂😂😂
Daylight to red🙆🏻‍♀️💗
CONDRAD STOLE IT WITH A HEY
TEAM CONNIE BABY
#13 on trending. okayyy i see the signs…
So can we stop romanticized choosing a guy just bc she liked him first when she was a kid. This is showing Belly and Jere in a relationship where they really understand each other. I don&#39;t get people who like Conrad and Belly together. What do they have in common? What is even Conrad&#39;s personality other than &quot;brooding and unobtainable and terrible communicator&quot;?
Team Jeremiah forever <br>Conrad is a poison you can see it even in the trailer
YES TEAM CONRADDDDD !!❤
In the end she choose &quot;Conrad&quot; ❤
Ill go insane is Jeremiah is hurt
"I love how everybody is flabbergasted just by the songs they&#39;ve chosen 😭 It&#39;s all gonna go down I can feel it but at the same time it&#39;s gonna be bittersweet ❤️‍🩹 I will never get over <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=46"">0:46</a> GOSHH"
"if it ended with belly and jer, this season wouldnt exist!! (im just saying:D)"
Daylight suits Jeremiah so much. I just love Jer a lot❤
"istg if this time she goes to Con, i am done. I AM DONE."
&quot;hey&quot; DAN YAP
Team CONRAD&gt;&gt;
THE SONG CHOICES OMG YES
TEAM CONRAD LET’S FREAKING GOOOO THIS IS OUR SEASON 🤭
I am not even a fan of Taylor Swift and I have not and probably will never watch this show but man this trailer made me feel something 😅
"I want to express this sincerely: if Jere ends up cheating like he did in the book, it would be really heartbreaking for me. I can handle a breakup, but I genuinely hope it doesn’t come to that kind of betrayal. That sweet boy deserves better, and so do we."
The songs everything omg😭. I had watch the trailer so many times. I just love it.. ❤so excited.
The &quot;hey&quot; with the switch between daylight and red is just CHEFS KISSS<br>This whole show is just a Taylor Swif song.
Ik just the &#39;hey&#39; was enough for team Conrad to rise!!!! <br>All the team Conrad like&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;❤❤❤
يايييي
ugh no i just want belly and jer to end up together no conrad please
"idk, Belly and Jere look so freaking happy and pretty, but i know she&#39;ll end up with Connie. Breaks my heart. I am always so annoyed with Belly being so indecisive and playing with the boys like toys."
oh the soundtrack is about to HITTT
Please the end should be belly and conrad for god sake😭🥀
if you&#39;ve seen both brothers peens there&#39;s no way you could ever have a normal long lasting relationship with one. its so wrong I love it.
I CAN’T WAIT FOR SEASON 3😮
TEAM JEREMIAH ❤❤❤
Hey ! It&#39;s enough 🥹❤️
"<a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=8"">0:08</a> LOLA LOOKS GORGEOUS"
IF BELLY ENDS UP W CONRAD IM CANCELING MY PRIME SUBSCRIPTION
"This teaser is sending me in ways I didn&#39;t think were possible, and I am addicted. BONRAD for life"
loving him was Red 😂
Team Conrad❤❤❤
"Oh look, another reason Asians believe every white guy they meet is gonna be like the ones on tv 🙄"
OMG IM SO EXITED ❤
Please be with Jeremiah🥺
i cant waitittitit
Wait why was her lip like that I’m confused
Omgomgomg
OH YEAH!
"Engineer: Turning a Blind Eye to Evildoers Is Being Complicit<br>Engineer Peter Johnston said, “I hope these organ traffickers can realize what they are doing. This is a terrible thing. People should have a conscience, be kind and be sober.” He said he hopes the Australian government will stand up against this organ trafficking. He remarked that those in power will be accomplices if they turn a blind eye to the evildoers.<br><br>Will Dobbs, who works in the government, said, “Organ transplantation is a scientific advance for humanity and it should be voluntary. But I understand that in some countries, organs are taken from people who do not consent and these people may be killed for this. I think this is a terrible thing. As Australians we have freedom of speech and should do everything we can to support those who do not have the right in other countries to protest.”<br><br>Dobbs added that the Australian government must take a clear position on platforms such as the United Nations and in external dialogues that we oppose organ trafficking. Australians who go overseas for organ transplants must know the source of their organs and provide transparency.<br><br>The Australian Government Should Speak Out Against Forced Organ Harvesting<br>Mick Broddrick was a manager of a construction company before he retired. He said that the CCP’s live organ harvesting was a despicable act and that humanity should not fall into this situation.<br><br>“Australians do go overseas for organ transplants. They should be informed that forced organ harvesting is happening today, and they should know in advance whether the transplant they are about to receive is legal,” he said.<br><br>He added that the Australian government should speak out and state its point of view on those countries that allow illegal organ transplants."
I&#39;m being conrad in my life nobody wants me
Can&#39;t waaait🤩🤩🤩
OMG I LOVED THE BOOKS AND THE SONG SELECTION FOR THIS IM SO FREAKING EXCITED OMGGGGG!!!!!
dude i better not see the cycle continuing okay she did like conrad and“was her first love” it was always making her second guess and sad and always cry then he expected her to understand
I WILL FOREVER BE TEAM JELLYFISH💓💓💓👫
taylorrrrrrrrrrrrrrrrr you slayyyed again queennnnnn
Chat~ How are we feeling are we freaking out talk to me¿??? We all saw our Connie baby right
BONRAD FANS IT&#39;S OUR SZN!!
jeremiah and belly is everything
"I&#39;m a fan of this show, but would brothers ever beef this deep over a gyal...I can&#39;t understand it...."
Why is the last season ?
I CAN’T WAIT! I kept coming back to the teaser😭😭
Not it coming the DAY AFTER my birthday 😂
TEAM CONRAD FOREVER AND ALWAYS
Last summer already?
JERE DON&#39;T DESERVED DAYLIGHT SORRY!
THE TRANSITION DAMN
"I don&#39;t wanna watch season 3 bcz Ik the book ending and I just feel they made Jeremiah the villian. Like I feel the reason for <b>spoiler</b> their breakup should have been diff. Like if Jeremiah loved belly why would he cheat. And fine like you gave belly and Conrad ending together, which was honestly very clear from the beginning. But just give Jeremiah a better ending in this onyk like books seriously make him a villain."
Aaaaaa I&#39;m addicted 😭❤️ Team Conrad since day 1 huhu
AHHHH I HATE CONRAD LIKE BACK THE DUCK UP SHE DONT WANT YOU !!!!
Content for idiots
The way that Conrad said hey was more romantic than when Jeremiah and belly in the whole teaser
CONNIE BABY ON TOP ❤❤❤
Belly insane❤❤❤
my unpopular opinion: jeremiah is better than conrad. just saying
Still Belly❤Conrad
"It literally disturbs me how many Conrad supporters there are. You guys realize you’re worth being truly loved and treated with respect, right?"
who came from cassies vid
WHAT.?!!!$:8: FINAL SEASON?!(!?!?!? You can’t do this to us!!!
"<a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=6"">0:06</a> got me crashing out"
The Swifties have officially been summoned
"Soooo, this is fiction, fantasyland, please everyone know real life isn&#39;t like this"
"The way he just said &quot;hey,&quot; and I already know all chaos is going to erupt."
Awesome
How did have THAT and still hookup with lacy
Jeremiah cheated on him/her
My jaw is on the floor
OMG THATS MY BIRTHDAY!!
Team conradd❤❤
JELLY ENDGAME 🗣️🗣️🗣️
FINALLLYYY
Teams Jere❤
And it better like the books
"That little &quot;hey&quot; was enough to flip out my whole life, if I could say if I were Belly"
I am not crying<br>..you are❤❤❤
For team Conrat girls yall are actually insane go get some therapy bc Conrad not I don&#39;t want bo word coming out of yall mouth
Team Jeremiah 😊
TEAM CONRAD TIL I DIE
Never knew this show existed and now we&#39;re getting ready for season 3? I guess I couldn&#39;t be the target demographic less if I tried.
Ppl who were team Jeremiah from the start👇
Wow. They really chose violence with that song edit.
Ahhh cant wait the twist hahaha
Team jellyfish all the way
"Perfect timing, back to school in july 16"
Omg I am so exited
⚡️XAI33 and BITCOIN #1 Cryptos⚡️
Best Investments? 1️⃣Bitcoin 2️⃣XAI33 3️⃣XRP
XAI33 might be most undervalued crypto ATM. Maybe Ethereum?
"With crypto making a come back, I see all the finance bros/whales 🐋 are all over XAI33. Is this a good buy?"
💲XAI33💲<br>#1 Investment 2025
$XAI33 Crypto Price Prediction 25X! Bullish TAKE A LOOK👀
"Invested $1,000💰USDT into XAI33. Im riding with Elon Musks new crypto coin even if yall dont like him!"
Reached $45K profit with just a few days investing into XAI33. The future is limitless with AI+Crypto.
"Im 20 years old. I made 5 figures on XRP, 5 figures on BTC, and going to make 6 figures with XAI33."
"Big moves ahead for $XAI33. A tariff deal could spark massive growth. Keep an eye on $XAI33 and $XRP, both are primed for success with institutional backing and XRPL integration. The next breakout is coming 💸🚀"
Hurry up and buy $XAI33 before it explodes✨✨🚀
XAI33 1000x The new AI coin money maker guys.
Im up 105% on my XAI33. Only wish I had was grabbing more right now. When will this coin go mainstream?
right now the crypto landscape is very different. Be smart - invest in only Bitcoin and XAI33.
I’m so excited I’m trying to get my family on so we can all watch season three
"My jaw dropped when u saw CONNIE ❤ <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=45"">0:45</a>"
Tay Tay music is this a clue?
AHHHHHHHHHHHHHH! I AM SO EXCTIEDDDDD
Please jeremiah 🙏👌
Okay... I&#39;m team CONRAD FOR LIFE but why do belly and jere low-key look cute together?! And the song choice and the HEY! i can&#39;t...literally can&#39;t wait for july... I&#39;m dieing!
My teenage heart is very fulfilled🥰
Hats off to whatever gen z works on the advertising staff because the Venmo diagram overlap of swiftie &amp; TSITP fans is just a circle 👏👏👏
LETS GOOI TEAM CONRAD
CONRADDDD😊
The ending “hey” literally was the worst part lmao
"maybe in this context, the “burning red” love (jeremiah) actually refers to belly thinking that this relationship would erase her feelings (love) for conrad. burning means destruction right? and loving conrad was “red”. So could that be a connection? idk 😅😅"
"This was exactly what I needed, thanks!"
aw hell nah
The fact that there were sooo mannnyy scenes of Belly and Jere in the trailer… but were only gonna remember that ONE SCENE CONRAD POPPED UP IN 💔🥀
"Hey folks – totally off-topic, BUT…<br>If you have a minute, I’d really appreciate any feedback on the content I’ve been posting!<br>Bless! :)"
The “hey” THEN Taylor swift “red” came on I KNOW ITS GONNA BE JUICY
I didn t expect to love this as much as I do
This video randomly popped up and I m glad it did
Mood instantly lifted. Thank you for this
"Came for the thumbnail, stayed for the vibes"
The hey at the end ruined itt
Ahh hell here we go again 😭
Honestly I’m just team belly. Let herself make the decision.
I didn t expect to love this as much as I do
OMG YES YES YE SYE SYE SYE Y ESYE SYE SSSYES TEAM CONNIE BABYYY
I can t stop smiling watching this
This gave me chills… in the best way
"<a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=44"">0:44</a> is girls lips ok likeeeee"
I will be seated for this and hate every minute of it!
How are you confused between two brothers for three whole years??? Do you not have friends to talk sense into you??? 🤦🏻
F Conrad why does he have to ruin everything 😭😭😭
Your consistency is inspiring—keep going
THE SONG CHOICES &gt;&gt;&gt;
Only took 13 years for my teen books to finally become a show.
OMGG Seson 3 Co es out on my b day!!!! ❤❤
The way you explained this is SO clear. Thank you
I learned more in 10 minutes than hours of Googling
Who else is here before this blows up
The way you explained this is SO clear. Thank you
Aww so cutee
This is going straight into my favorites playlist
I didn t expect to love this as much as I do
watched the first season in the beginning of my college and now the last season is releasing on my birthday cant take this 😭
"As someone who prefers Jeremiah, i need to say: Thank god! 🎉 Just Conrad to tolerate annoying Belly. Sorry, but because of her i had to quit this. LOL 😂"
Kitabın sonunda team conrad olması huzur verici
"as a team Conrad member and as a swiftie, I fear this has changed my entire life perspective"
"team conrad it&#39;s time to take a stand it&#39;s our moment <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=43"">0:43</a>"
I can t stop smiling watching this
When I saw belly and Jeremiah I was so happy team jellyfish for life ❤
Mood instantly lifted. Thank you for this
Bleh
when I tell you I SCREAMED when I heard “but loving him was red”
Screaming!!!! Lol
I didn t expect to love this as much as I do
I didn t expect to love this as much as I do
Who else is here before this blows up
Your consistency is inspiring—keep going
I can t stop smiling watching this
Im crash out once conrad and belly get married (pls change it jere treats her so much better)
Your consistency is inspiring—keep going
This deserves way more views. Absolutely underrated
"Came for the thumbnail, stayed for the vibes"
Don’t Pmo get Conrad outta here
The way you explained this is SO clear. Thank you
This deserves way more views. Absolutely underrated
You just earned a new subscriber
Pure talent. No words
Can we all agree this creator deserves more recognition
Your consistency is inspiring—keep going
The way you explained this is SO clear. Thank you
This gave me chills… in the best way
🎉🎉🎉
Your consistency is inspiring—keep going
Can I just say the boook might end up with Conrad but in this one Jeremiah is someone who deserves happy ending his eyes mann the love he has and the chemistry is much much more than anything no conrad can be compared to what the movie Jeremiah is ufff plzzz a sequel where he gets the best only bcoz it’s him
This gave me chills… in the best way
Mood instantly lifted. Thank you for this
You had me at &quot;hey&quot; 💕
Who else is here before this blows up
This gave me chills… in the best way
Conrad girls here we come
WHAT THE HELL. WATCH BRO she&#39;s gonna screw things up again and choose damn Conrad and Jeremiah will crawl into a whole and die 😞
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
Who else is here before this blows up
I didn t expect to love this as much as I do
This deserves way more views. Absolutely underrated
I can t stop smiling watching this
Your consistency is inspiring—keep going
This video randomly popped up and I m glad it did
I learned more in 10 minutes than hours of Googling
Marrrrdiitaseaaaa
BUT LOVING HIM WAS RED
Are we not going to talk about the time skip?! Hello?!
THE TRANSITION 😵🗣
When i heard the first note of daylight... i gasped and immediately hit pause.. i had to take a moment there and comprehend what just happend ! Like jenny really put daylight for jere and belly.. but then with Conrad and Red playing... ughhh this is a really good trailer if you know all the context!
Was i the only one who was waiting for The Wedding. Who else read the book<br>👇
I hate undecided characters like Belly
Wasn’t she with Conrad? Idk can’t remember anything
I hope she slams that door in his face ! <br>In your a$$ team Conrad <br>Team Jere bear till i die ❤❤❤❤
U KNOW JELLYS LOVE IS TOO GOOD TO BE TRUE IF IT GOES FROM DAYLIGHT TO RED WHEN ITS BONRAD
So messy lol
"Nie mogę się doczekać trzeciego sezonu! Uwielbiam tę serię, zawsze przypomina mi lato pełne przygód!"
Gonna stop watching after episode 7 to protect my peace 🙂‍↕️
Freak Conrad
"This was very informative, appreciate it."
"This was exactly what I needed, thanks!"
"This video was amazing, learned a lot."
"Very well done, appreciate this video!"
"Thanks for sharing this, learned a lot."
AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH I can&#39;t wait
"Loved this video, keep up the great work!"
"Fantastic video, really appreciate your effort!"
BONRAD FOR THE ULTIMATE WINN!!!!
lets not romanticize this amount of messiness. this is just weird.
THE TRANSITION FROM DAYLIGHT TO RED IS SO PERFECT!!
If you’ve read the third book I think we can all agree that Jeremiah was a jerk to belly and just not right for her but they did look cute together
"This was very informative, appreciate it."
"Loved the content, keep it coming!"
Jeremiah is the best and the perfect ❤❤❤❤😍
"Omg i just finished the 2 seasons as  i knew this serie only this month , and now i&#39;m seing the trailer of season 3 , wooow !!!"
"Fantastic video, really appreciate your effort!"
"excellent excellent, good trailer"
"This was super helpful, thanks!"
"Great job, this video was very useful!"
"Awesome video, looking forward to the next one!"
"Very well done, appreciate this video!"
conrad just ate the teaser by just a HEY!!!....
Final season I’m going to cry
"This was super helpful, thanks!"
"You explained this so well, thank you!"
"Fantastic video, really appreciate your effort!"
Really appreciate the insights in this video.
